sr_no,district,division,code_no,factory_name,type,tcd,crushing_mt,recovery_pct_2425,frp_rate_pmt,actual_price_payable_lakh,avg_ht_pmt_2425,net_frp_pmt,total_net_frp_payable_lakh,total_ht_paid_lakh,total_frp_paid_incl_ht_lakh,total_frp_paid_excl_ht_lakh,arrears_lakh,pct_frp_paid
1,Kolhapur,Kolhapur,38401.0,"Ajara Shetkari SSK Ltd. Gavase, Tal. Ajara, Dist. Kolhapur",Coop,2500.0,306880.606,11.9,4120.9,12646.24,926.86,3194.04,9801.89,2844.35,9059.8,6215.45,3586.44,63.41
2,Kolhapur,Kolhapur,16501.0,"Shri. Bhogavati SSK ltd.Parite, Tal.Karveer, Dist. Kolhapur",Coop,4000.0,416055.359,12.752,4415.69,18371.72,762.4,3653.29,15199.72,3172.01,8748.11,5576.1,9623.62,36.69
3,Kolhapur,Kolhapur,18001.0,"Shri Chatrapati Rajaram SSK Ltd.. KasabaBavada, Tal. Karvir, Dist Kolhapur",Coop,3500.0,2694.285,11.61,4020.56,108.33,857.12,3163.44,85.23,23.09,23.09,0.0,85.23,0.0
4,Kolhapur,Kolhapur,16901.0,"Shri Chatrapati Shau SSK Ltd.,Kagal, Tal.Kagal, Dist Kolhapur",Coop,7500.0,844987.442,12.49,4325.04,36546.04,945.3,3379.74,28558.38,7987.67,34270.23,26282.56,2275.82,92.03
5,Kolhapur,Kolhapur,16601.0,"Shri. Datt Shetkari SSK Ltd..Shiroi, Tal.Shiroi. Dist Kolhapur",Coop,12000.0,1111485.58,12.29,4255.84,47303.05,877.97,3377.87,37544.54,9758.51,47303.05,37544.54,0.0,100.0
6,Kolhapur,Kolhapur,16401.0,"Shri Dudhganga SSK Ltd..Bidri, Tal.Kagal, Dist Kolhapur",Coop,7500.0,774750.071,12.715,4402.89,34111.39,795.41,3607.48,27948.95,6162.44,32042.18,25879.74,2069.21,92.6
7,Kolhapur,Kolhapur,17201.0,"Kallappanna Awade Jawahar Shetakari SSK Ltd. Hupari, Tal. Hatkanangle, Dist.Kolhapur",Coop,16000.0,1489722.363,12.15,4207.4,62678.58,889.29,3318.11,49430.63,13247.95,63898.51,50650.56,-1219.93,100.0
8,Kolhapur,Kolhapur,50801.0,"Sadashivarao Mandalik SSK Ltd. Sadashivnagar, I lamidwada-Koulge, Tal. Kagal, Dist. Kolhapur",Coop,4000.0,444385.0,12.481,4321.93,19205.99,911.17,3410.76,15156.89,4049.1,13807.83,9758.73,5398.16,64.38
9,Kolhapur,Kolhapur,16301.0,"Kumbi Kasari SSK Ltd. Kuditrc.Tal.Karvcer, Dist. Kolhapur",Coop,5000.0,474369.334,12.651,4380.75,20780.92,822.36,3558.39,16879.89,3901.02,12558.32,8657.3,8222.59,51.29
10,Kolhapur,Kolhapur,16201.0,"Deshbakat Ratnappa Anna Kumbhar Panchganga SSK Ltd. Ganganagar. Ichalkaranji, Tal. Hatkanangle, Dist. Kolhapur",Coop,5000.0,654725.021,12.839,4445.79,29107.73,928.14,3517.65,23030.96,6076.76,24503.33,18426.57,4604.39,80.01
11,Kolhapur,Kolhapur,52501.0,"Sharad SSK Ltd. PO Narandc, Tal. Hatkanangle, Dist.Kolhapur",Coop,2500.0,428743.386,12.046,4171.42,17884.67,934.75,3236.67,13876.99,4007.68,18584.96,14577.28,-700.29,100.0
12,Kolhapur,Kolhapur,16101.0,"Shri. Tatyasahcb Korc Varana SSK Ltd. Varananagar, Tal.Panhala, Dist. Kolhapur",Coop,12000.0,1218262.0,12.363,4281.1,52154.99,881.82,3399.28,41412.11,10742.88,52155.02,41412.14,-0.03,100.0
13,Kolhapur,Kolhapur,46301.0,"Athani Sugar Ltd. (Lease Unit of Uday Singh Gaikwad SSK Ltd. )Sonwade-Bambwadc, Tal.Shahuwadi, Dist.Kolhapur",Coop,6000.0,329078.295,12.277,4251.34,13990.24,975.64,3275.7,10779.62,3210.62,14728.36,11517.74,-738.12,100.0
14,Kolhapur,Kolhapur,54901.0,"Padmashri Dr. D.Y. Patil SSK Ltd. Gnanashantinagar, Tal.Gaganbawda, Dist. Kolhapur",Coop,5000.0,407472.932,12.351,4276.95,17427.4,951.93,3325.02,13548.54,3878.86,15383.71,11504.85,2043.69,84.92
15,Kolhapur,Kolhapur,17001.0,"Dalmia Bharat Sugar and Industries Ltd. Asurie-Porle.Tal. Panhala, Dist. Kolhapur",Pvt.,7500.0,957820.0,13.329,4615.33,44206.59,980.5,3634.83,34815.17,9391.43,44206.6,34815.17,0.0,100.0
16,Kolhapur,Kolhapur,55301.0,"Shri. Gurudatta Sugars Ltd. Takliwadi, Tal. Shiroi, Dist. Kolhapur",Pvt.,6000.0,489600.027,12.01,4158.96,20362.27,922.53,3236.43,15845.56,4516.71,16822.43,12305.72,3539.84,77.66
17,Kolhapur,Kolhapur,61101.0,"Eco Cane Energy Ltd. Mhalunge Khalasa, Tal. Chandgarh, Dist. Kolhapur",Pvt.,3500.0,300433.0,12.243,4239.58,12737.09,1001.83,3237.75,9727.26,3009.83,12270.89,9261.06,466.2,95.21
18,Kolhapur,Kolhapur,64901.0,"01am Global Agro India Pvt. Ltd. Rajgoli Khurd. Tal.Chandgarh, Dist. Kolhapur",Pvt.,4960.0,511396.888,11.682,4045.47,20688.42,941.82,3103.65,15871.98,4816.44,19796.39,14979.95,892.03,94.38
19,Kolhapur,Kolhapur,69015.0,"Sir Senapati Santaji Ghorpade Sugar Factory Ltd. Bellcwadi Kalamma, Tal. Kagal, Dist. Kolhapur",Pvt.,6000.0,602698.11,12.717,4403.58,26540.31,1034.8,3368.78,20303.59,6236.72,25403.33,19166.61,1136.98,94.4
20,Kolhapur,Kolhapur,69032.0,"Onkar Sugar and Distillery Power Ltd. Faralc, Tal.Radhanagari, Dist. Kolhapur",Pvt.,2500.0,160964.609,12.75,4415.0,7106.59,1032.92,3382.08,5443.95,1662.64,5391.86,3729.22,1714.73,68.5
21,Kolhapur,Kolhapur,53005.0,"Athani Sugar Ltd. Anturli-Tambhalc, Tal. Bhudargarh, Dist. Kolhapur",Pvt.,4000.0,248329.216,11.85,4103.6,10190.44,1019.78,3083.82,7658.03,2532.41,11223.93,8691.52,-1033.49,100.0
22,Kolhapur,Kolhapur,16701.0,"Atharva Intertradc Pvt. Ltd. (Lease unit of Daulat Shctkari SSK Ltd.)Halkami, Tal.Chandgarh, Dist. Kolhapur",Coop,3500.0,377835.0,12.311,4263.11,16107.51,1006.57,3256.54,12304.33,3803.17,14182.15,10378.98,1925.35,84.351
23,Kolhapur,Kolhapur,16801.0,"Appasahcb Nalwadc Gadhinglaj Taluka SSK Ltd. Harali, Tai Gadhinglaj, Dist. Kolhapur",Coop,2500.0,192743.0,11.312,3917.45,7550.61,842.68,3074.77,5926.41,1624.21,4550.64,2926.43,2999.98,49.38
24,Sangli,Kolhapur,15701.0,"Padma Bhushan Krantiveer Dr.Nagnathanna Naikwadi Hutatma Kisan Ahir SSK Ltd. Naganathannanagar, District-Sangli",Coop,3500.0,413760.0,12.716,4403.24,18218.83,910.46,3492.78,14451.71,3767.12,10625.13,6858.01,7593.7,47.45
25,Sangli,Kolhapur,15501.0,"Rajarambapu Patil SSK Ltd. Unit-1 Rajaramnagar,P.O. Sakliarale, Tal.Valwa, Dist. Sangli",Coop,7000.0,666200.0,12.56,4349.26,28974.77,906.85,3442.41,22933.34,6041.43,23099.35,17057.92,5875.42,74.38
26,Kolhapur,’Sj 70,31201.0,"Rajaram Bapu Patil, SSK Ltd. Watcgaon - Surul, Unit 2, Tal.Valwa, Dist.Sangli",Coop,4000.0,373774.0,12.536,4340.96,16225.36,915.07,3425.89,12805.07,3420.29,14090.14,10669.85,2135.22,83.33
27,Sangli,Kolhapur,53007.0,"Rajaram Bapu Patil SSK Ltd. Unit no. 3, Karandwadi. Unit.3, Tal.Walwa, Dist. sangli",Coop,3500.0,298400.0,12.261,4245.81,12669.49,974.75,3271.06,9760.83,2908.65,10436.32,7527.67,22.33,77.12
28,Sangli,Kolhapur,39401.0,"Rajarambapu Patil SSK Ltd. U-4 Tipehalli, Unit 4 Tal. Jat. Dist. sangli",Coop,2500.0,282080.0,11.054,3828.18,10798.54,943.81,2884.37,8136.24,2662.3,9588.54,6926.24,1210.0,85.13
29,Sangli,Kolhapur,46001.0,"Dr. Patangrao Kadam Sonhira SSKLtd. Mohanrao Kadamnagar, Wangi, TaLKadegaon. Dist.Sangli",Coop,9500.0,959860.0,12.689,4393.89,42175.23,930.75,3463.14,33241.33,8933.9,36660.0,27726.1,5515.23,83.41
30,Sangli,Kolhapur,15401.0,Shri. Datt India Pvt. Ltd. (Lease unit of Vasantada Shetkari SSK Ltd.)Tal. Miraj. Dist. Sangli,Coop,7500.0,784245.0,12.301,4259.65,33406.06,996.76,3262.89,25589.02,7817.04,23294.99,15477.95,10111.07,60.49
31,Sangli,Kolhapur,15601.0,"Vishwas Rao Naik SSK Ltd. Yashwantnagar, Tal. Shirala, Dist. Sangli",Coop,5000.0,430235.0,12.472,4318.81,18581.04,934.39,3384.42,14560.97,4020.07,18863.18,14843.11,-282.14,100.0
32,Sangli,Kolhapur,53002.0,Kranti Agrani Dr.G.D.Bapu Lad SSK Ltd.Kundal.Tal. Paloos. Dist. Sangli,Coop,7500.0,907180.0,12.277,4251.34,38567.32,883.81,3367.53,30549.58,8017.75,35969.2,27951.45,2598.1,91.5
33,Sangli,Kolhapur ____,53008.0,"Mohanrao Shinde SSK Ltd. Mohannagar, P.O. Argh. Tal.Miraj, Dist. sangli",Coop,4000.0,435701.0,11.03,3819.88,16643.26,961.51,2858.37,12453.95,4189.31,15757.71,11568.4,885.55,92.89
34,Sangli,Kolhapur,51001.0,"Dalmia Bharat Sugar and Industries Ltd. Kokurud, Karungali, Tal. Shirala, District Sangli",Pvt.,3600.0,435476.78,13.304,4606.68,20061.04,1069.48,3537.2,15403.7,4657.34,20089.31,15431.97,-28.27,100.0
35,Sangli,Kolhapur,68301.0,Sadguru Shri.Shri. Sugar Factory Ltd. Rajcwadi Atpadi. Dist. Sangli,Pvt.,5500.0,592602.0,10.661,3692.21,21880.09,978.69,2713.52,16080.35,5799.74,16507.73,10707.99,5372.36,66.59
36,Kolhapur,on,68001.0,"Udagiri Sugar and Power Ltd. Bamani, Tal.Khanapur, Dist. Sangli",Pvt.,5000.0,501538.0,11.762,4073.15,20428.41,951.82,3121.33,15654.67,4773.74,14949.62,10175.88,5478.79,65.0
37,Sangli,Kolhapur,69064.0,"Shripati Sugar & Powar Ltd., Dafalapur, Jat, Dist. Sangli.",Pvt.,2500.0,439011.0,11.15,3861.4,16951.97,1010.44,2850.96,12516.03,4435.94,16949.39,12513.45,2.58,99.98
38,Sangli,Kolhapur,15901.0,"Yashwant Sugar and Powar Ltd. Nagewadi, Tal. Khanapur, Dist. Sangli.",Pvt.,1250.0,168377.0,11.501,3982.85,6706.2,904.63,3078.22,5183.01,1523.19,5640.69,4117.5,1065.51,79.44
39,Pune,Pune,46201.0,Bhima-Shankar Sahakari Sakhar Karkhana Ltd.Dattatraynagar Po.Pargaon Tal-Ambegaon Dist.Pune,Coop,6000.0,855729.834,12.0,4155.5,35559.85,883.36,3272.14,28000.68,7559.18,35567.22,28008.04,-7.36,100.001
40,Pune,,13701.0,"The Maiegaon Sahakari Sakhar Karkhana Ltd.Shivnagar Bk., Tai Baramati Dist.Pune",Coop,7500.0,1034017.0,11.948,4137.51,42782.54,868.48,3269.03,33802.31,8980.23,37503.91,28523.68,5278.63,84.38
41,Pune,,14101.0,"Shri Vighnahar Sahakari Sakhar Karkhana Ltd.Nivratinagar(Dhalewadi),Po. Shiroli, Tai Junnar Dist-Pune",Coop,5000.0,809067.25,11.609,4020.21,32526.23,868.81,3151.4,25496.98,7029.26,27787.65,20758.39,4738.59,1.0
42,Pune,,66601.0,Venkatesh krupa Sugar Ltd. Jategaon (BK) Tal-Shirur Dist-Pune,Pvt.,5000.0,463986.0,11.566,4005.34,18584.2,913.92,3091.42,14343.74,4240.46,16040.62,11800.16,2543.58,82.27
43,Pune,Pune,56401.0,Shreenath Mhaskoba Sakhar Karkhana Ltd Shrinath Nagar Patethan Post-Rahu Tal-Daund Dist-Pune,Pvt.,6000.0,433644.0,11.547,3998.76,17340.39,943.54,3055.22,13248.79,4091.6,16964.12,12872.52,376.27,97.16
44,Pune,ZJ,69039.0,Parag Agro Food & Allied Pvt. Ltd. Ravadevadi Tal-Shirur Dist.Pune,Pvt.,7000.0,442002.273,11.85,4103.6,18138.01,946.1,3157.5,13956.22,4181.78,16908.91,12727.13,1229.09,91.19
45,Pune,Pune,33101.0,"Karmyogi Shankarrao Patil Sahakari Sakhar Karkhana Ltd.Mahatnia Phulcnagar, Bijwadi Tal-lndapur Dist-Pune",Coop,8000.0,662449.36,10.86,3761.06,24915.12,1008.05,2753.01,18237.3,6677.82,25054.46,18376.64,-139.34,100.001
46,Pune,Pune,14001.0,Shri Saipriya Sugars LTD. (Operator of Bhima Sahakari Sakhar Karkhana Ltd. Tal-Daund Dist-Pune,Coop,15000.0,650083.118,11.71,4055.16,26361.91,976.18,3078.98,20015.93,6345.98,13462.57,7116.59,12899.34,35.55
47,Pune,,6010.0,I Anuraj Sugar Pvt. Ltd Yevat Tal-Daund Dist-Pune,Pm.,3000.0,30737.348,9.5,3290.5,1011.41,9.0,2390.5,734.78,276.64,1229.5,952.86,-218.08,100.0
48,Pune,,13601.0,"Shri Somcshwar SSk, someshwar nagar Tal.Baramati Dist Pune Short Name- Nira,",Coop,7500.0,1007920.271,12.07,4179.72,42128.25,893.85,3285.87,33118.95,9009.3,42270.67,33261.37,-142.42,100.0
49,Pune,,63301.0,|Daund sugar Pvt Ltd Alegaon Tal-| Daund. Dist Pune,Pvt.,17500.0,1517228.576,11.899,4120.55,62518.22,1072.6,3047.95,46244.43,16273.79,57319.8,41046.01,5198.42,88.76
50,Pune,Pune,60701.0,"Baramati Agro Ltd.Shetphalgade, Tai Indapur Dist.Pune, Short Name Shetphalgade",Pvt.,18000.0,1752241.0,11.23,3889.08,68146.05,1104.2,2784.88,48797.81,19348.25,60963.49,41615.24,7182.57,85.28
51,Pune,Pune,39501.0,"Shri Sant Tukaram SSK Ltd., Kasarsai Darmbre Tal-Mulsi Dist.Pune",Coop,3500.0,292135.0,11.539,3995.99,11673.7,1092.3,2903.69,8482.71,3190.99,10934.44,7743.45,739.26,91.29
52,Pune,Pune,13801.0,"Shri Chhatrapati SSK Ltd.,Bhavaninagar .Tal-Indapur Dist-pune",Coop,6500.0,756285.0,10.8,3740.3,28287.33,918.86,2821.44,21338.13,6949.2,28773.99,21824.79,-486.66,100.0
53,Pune,Pune,52601.0,"NiraBhima SSK ltd.Tal. Indapur. Dist.Pune Shahajinagar. Po. Rcdni, Tal.Indapur, Dist Pune",Coop,3500.0,525657.132,10.407,3604.32,18946.38,926.04,2678.28,14078.58,4867.8,21168.43,16300.63,-2222.05,100.0
54,Satara,Pune,15301.0,"Ajinkyatara SSK Ltd. Shahoongar, P.O. Shendre, Tal.&Dist.Satara",Coop,4500.0,555080.0,12.674,4388.7,24360.82,904.77,3483.93,19338.62,5022.2,17709.72,12687.52,6651.1,65.61
55,Satara,Pune,15101.0,"Loknetc Balasaheb Desai SSK Ltd. M.P. Daulatnagar, Marli.Tal. Patan. Dist. Satara-",Coop,3000.0,195602.701,11.709,4054.81,7931.33,1019.2,3035.61,5937.74,1993.58,7077.6,5084.02,853.72,85.62
56,Satara,Pune,15001.0,"Kisanveer Satara SSK Ltd. M.Po. Kisanveemagar, Bhuinj, Tal. Wai, Dist. Satara",Coop,4000.0,453656.381,12.126,4199.1,19049.47,1031.6,3167.5,14369.55,4679.92,9308.48,4628.56,9740.99,32.21
57,Pune,g,15201.0,Sahyadri SSK Yashwantnagar.Tal. Karad. Dist.Satara,Coop,7500.0,660962.842,12.545,4344.07,28712.69,910.42,3433.65,22695.15,6017.54,29151.24,23133.7,-438.55,100.0
58,Satara,Pune,69020.0,"Swaraj Green Power and Fuel Ltd. Upalave, Tal. Phaltan, Dist. Satara",Pvt.,7500.0,600332.028,10.47,3626.12,21768.76,1150.9,2475.22,14859.54,6909.22,16480.68,9571.46,5288.08,64.41
59,Satara,Pune,69051.0,Khatav Man Taluka Agro Processing Ltd. Padal. Tal.Khatav. Dist. Satara,Pvt.,2500.0,535707.0,11.708,4054.47,21720.07,1084.9,2969.57,15908.18,5811.89,23490.22,17678.33,-1770.15,100.0
60,Satara,Pune,53004.0,Pratapgad sahakari sakhar Karkhana ltd karandoshi songaon tal-jawali Dist-satara,Coop,2500.0,183155.0,11.584,4011.56,7347.38,956.75,3054.81,5595.04,1752.34,4611.46,2859.12,2735.92,51.1
61,Satara,Pune,38801.0,"Jarandeshwar Sugar,Chimangaon,Tal.Koregaon. Dist.Satara",Pvt.,10000.0,1915165.829,12.29,4255.84,81506.39,1089.4,3166.44,60642.58,20863.82,71119.43,50255.61,10386.97,82.87
62,Satara,Pune,69027.0,"Kisanveer Khandala Mha vshi ,T al. Khanda la",Coop,2500.0,245280.495,10.501,3636.85,8920.47,1007.8,2629.05,6448.54,2471.94,5201.54,2729.6,3718.94,42.33
63,Pune,,14901.0,"Yashwuntrao Mobile Krishna SSK Ltd. Rethere BK., Tal. Karad, Dist. Satara",Coop,12000.0,1389465.0,12.57,4352.72,60479.52,859.24,3493.48,48540.68,11938.84,55151.46,43212.62,5328.06,89.02
64,Pune,,52006.0,"Athani Sugar Ltd. (Lease unit of Rayat Sahakari Sugar Factory Ltd.)Shewalewadi. Mhasoli. Karad, Dist.Satara",Coop,5000.0,419808.708,12.038,4168.65,17500.35,973.73,3194.92,13412.54,4087.8,16251.22,12163.42,1249.12,90.69
65,Satara,,14801.0,"Kallappanna Awade Jawahar Shetakari SSK Ltd. (Lease unit of Shriram SSK Ltd.)Tal. Phaltan, Dist. Satara",Coop,4950.0,463435.11,11.582,4010.87,18587.79,1000.76,3010.11,13949.92,4637.87,19467.79,14829.92,-880.0,100.0
66,Pune,,64601.0,Jaywant sugars Itd. Dhawarwadi Tal.Karad Dist. Satara,Pvt.,5500.0,685075.0,12.524,4336.8,29710.36,981.94,3354.86,22983.33,6727.03,25724.0,18996.97,3986.36,82.66
67,Pune,,69028.0,Green Power Sugars Ltd. Gopuj Tal.khatav Dist. Satara,Pvt.,3500.0,242003.299,11.2,3878.7,9386.58,1098.98,2779.72,6727.01,2659.57,7048.27,4388.7,2338.31,6524.0
68,Satara,<u c 3,69023.0,"Sharayu Agro Industries Ltd. Kapashi, Tal.Phaltan. Dist. Satara",Pvt.,5000.0,632032.996,11.329,3923.33,24796.77,1141.47,2781.86,17582.3,7214.47,22747.75,15533.28,2049.02,88.35
69,Pune,oo,17901.0,"Shri Datt India pvt. Ltd. Sakharwadi, Tal.Phaltan Dist. Satara",Pvt.,7500.0,810041.175,11.773,4076.96,33025.04,1020.66,3056.3,24757.27,8267.77,28852.27,20584.5,4172.77,83.15
70,Satara,,69048.0,"Shivncri Sugars Ltd. Jaypur, Tal. Korccaon. Dist. Satara -",Pvt.,4200.0,604190.0,10.81,3743.76,22619.42,911.25,2832.51,17113.74,5505.68,18114.68,12609.0,4504.74,73.68
